"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr8",144826735,144826844,110,"*","MYC_A549_peak_7610",16,".",2.73442,4.83877,1.61996,47,"Promoter (<=1kb)",8,144827518,144843222,15705,1,"7553","ENST00000544249.2",-674,"ENSG00000147789","ZNF7","zinc finger protein 7"
"chr8",145052401,145052557,157,"*","MYC_A549_peak_7611",253,".",8.15599,29.6682,25.3041,78,"Promoter (<=1kb)",8,145052465,145054438,1974,1,"65265","ENST00000524395.5",0,"ENSG00000182307","C8orf33","chromosome 8 open reading frame 33"
"chr8_KI270816v1_alt",87061,87324,264,"*","MYC_A549_peak_7612",103,".",5.19221,14.3451,10.3538,165,"Promoter (<=1kb)",124,79974,87145,7172,2,"1936","ENST00000633476.1",0,"ENSG00000104529","EEF1D","eukaryotic translation elongation factor 1 delta"
"chr8_KI270816v1_alt",99227,99401,175,"*","MYC_A549_peak_7613",158,".",9.86243,19.9868,15.8076,76,"Promoter (<=1kb)",124,96508,99597,3090,2,"65263","ENST00000632135.1",196,"ENSG00000104524","PYCR3","pyrroline-5-carboxylate reductase 3"
"chr8_KI270816v1_alt",99460,99582,123,"*","MYC_A549_peak_7614",81,".",6.80842,12.0302,8.15923,63,"Promoter (<=1kb)",124,96508,99597,3090,2,"65263","ENST00000632135.1",15,"ENSG00000104524","PYCR3","pyrroline-5-carboxylate reductase 3"
"chr8_KI270816v1_alt",99931,100045,115,"*","MYC_A549_peak_7615",59,".",5.36648,9.66837,5.94588,48,"Promoter (<=1kb)",124,95587,99813,4227,2,"65263","ENST00000634183.1",-118,"ENSG00000104524","PYCR3","pyrroline-5-carboxylate reductase 3"
"chr8_KI270816v1_alt",210463,210615,153,"*","MYC_A549_peak_7616",91,".",7.11382,13.1024,9.1716,75,"Promoter (<=1kb)",124,200980,210848,9869,2,"286077","ENST00000612192.2",233,"ENSG00000180921","FAM83H","family with sequence similarity 83 member H"
"chr8_KI270816v1_alt",292840,292944,105,"*","MYC_A549_peak_7617",47,".",3.90361,8.40735,4.78945,58,"Promoter (<=1kb)",124,267967,292426,24460,2,"23513","ENST00000622455.4",-414,"ENSG00000180900","SCRIB","scribble planar cell polarity protein"
"chr8_KI270817v1_alt",61269,61393,125,"*","MYC_A549_peak_7618",91,".",7.11382,13.1024,9.1716,52,"Distal Intergenic",125,76023,78566,2544,1,"101928108","ENST00000631950.1",-14630,"ENSG00000261667","LY6L","lymphocyte antigen 6 family member L"
"chr8_KI270818v1_alt",12716,12840,125,"*","MYC_A549_peak_7619",91,".",7.41922,13.1024,9.1716,64,"5' UTR",126,6779,7468,690,2,"157697","ENST00000632070.1",-5248,"ENSG00000104714","ERICH1","glutamate rich 1"
"chr8_KI270821v1_alt",7107,7277,171,"*","MYC_A549_peak_7620",102,".",7.72462,14.1979,10.2218,82,"Promoter (<=1kb)",129,7352,142009,134658,1,"9639","ENST00000619613.4",-75,"ENSG00000104728","ARHGEF10","Rho guanine nucleotide exchange factor 10"
"chr8_KI270821v1_alt",185045,185289,245,"*","MYC_A549_peak_7621",158,".",9.55702,19.9868,15.8076,129,"Exon (ENST00000617214.2/9920, exon 2 of 2)",129,156197,158013,1817,2,"101928058","ENST00000633548.1",-27032,"ENSG00000253764","KBTBD11-AS1","KBTBD11 antisense RNA 1"
"chr9",178897,179108,212,"*","MYC_A549_peak_7622",14,".",2.41948,4.6105,1.41998,143,"Promoter (<=1kb)",9,120837,179056,58220,2,"55871","ENST00000356521.9",0,"ENSG00000172785","ZNG1A","Zn regulated GTPase metalloprotein activator 1A"
"chr9",695009,695181,173,"*","MYC_A549_peak_7623",71,".",6.50302,10.9826,7.17314,76,"Promoter (1-2kb)",9,693763,746104,52342,1,"23189","ENST00000692345.1",1246,"ENSG00000107104","KANK1","KN motif and ankyrin repeat domains 1"
"chr9",2157764,2158087,324,"*","MYC_A549_peak_7624",421,".",17.3714,46.708,42.1925,166,"Promoter (<=1kb)",9,2157683,2193574,35892,1,"6595","ENST00000324954.10",81,"ENSG00000080503","SMARCA2","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2"
"chr9",2241988,2242143,156,"*","MYC_A549_peak_7625",81,".",4.67677,12.0029,8.1423,58,"Distal Intergenic",9,2181571,2186183,4613,1,"6595","ENST00000635392.1",60417,"ENSG00000080503","SMARCA2","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2"
"chr9",2623409,2623829,421,"*","MYC_A549_peak_7626",62,".",6.19762,9.96097,6.21526,326,"Promoter (<=1kb)",9,2421782,2622457,200676,2,"101930053","ENST00000671040.1",-952,NA,"LOC101930053","uncharacterized LOC101930053"
"chr9",2802499,2802607,109,"*","MYC_A549_peak_7627",35,".",4.97601,7.06977,3.55919,37,"Intron (ENST00000490444.2/9933, intron 2 of 3)",9,2720469,2807830,87362,2,"9933","ENST00000490444.2",5223,"ENSG00000080608","PUM3","pumilio RNA binding family member 3"
"chr9",2843882,2844181,300,"*","MYC_A549_peak_7628",263,".",9.01403,30.6829,26.305,165,"Promoter (<=1kb)",9,2804152,2844095,39944,2,"9933","ENST00000397885.3",0,"ENSG00000080608","PUM3","pumilio RNA binding family member 3"
"chr9",3525851,3525986,136,"*","MYC_A549_peak_7629",179,".",7.96416,22.231,17.9999,76,"Promoter (<=1kb)",9,3218297,3525983,307687,2,"5991","ENST00000382004.7",0,"ENSG00000080298","RFX3","regulatory factor X3"
"chr9",3526074,3526380,307,"*","MYC_A549_peak_7630",134,".",6.41168,17.5343,13.4309,95,"Promoter (<=1kb)",9,3330317,3526004,195688,2,"5991","ENST00000449190.5",-70,"ENSG00000080298","RFX3","regulatory factor X3"
"chr9",3526518,3526822,305,"*","MYC_A549_peak_7631",134,".",6.41168,17.5343,13.4309,208,"Promoter (<=1kb)",9,3526535,3674931,148397,1,"101929302","ENST00000701201.1",0,"ENSG00000232104","RFX3-DT","RFX3 divergent transcript"
"chr9",4155305,4155470,166,"*","MYC_A549_peak_7632",27,".",4.36521,6.17104,2.74794,127,"Intron (ENST00000381971.8/169792, intron 2 of 10)",9,3824127,4152183,328057,2,"169792","ENST00000324333.14",-3122,"ENSG00000107249","GLIS3","GLIS family zinc finger 3"
"chr9",4292872,4293045,174,"*","MYC_A549_peak_7633",44,".",5.28141,8.00258,4.40735,40,"Intron (ENST00000381971.8/169792, intron 1 of 10)",9,4118745,4298496,179752,2,"169792","ENST00000478844.5",5451,"ENSG00000107249","GLIS3","GLIS family zinc finger 3"
"chr9",4293714,4293856,143,"*","MYC_A549_peak_7634",39,".",4.71457,7.53305,3.98364,57,"Intron (ENST00000381971.8/169792, intron 1 of 10)",9,4118745,4298496,179752,2,"169792","ENST00000478844.5",4640,"ENSG00000107249","GLIS3","GLIS family zinc finger 3"
"chr9",4297764,4297879,116,"*","MYC_A549_peak_7635",56,".",5.81113,9.34963,5.64103,36,"Promoter (<=1kb)",9,4118745,4298496,179752,2,"169792","ENST00000478844.5",617,"ENSG00000107249","GLIS3","GLIS family zinc finger 3"
"chr9",4298005,4298131,127,"*","MYC_A549_peak_7636",50,".",5.43989,8.72899,5.08302,60,"Promoter (<=1kb)",9,4118745,4298496,179752,2,"169792","ENST00000478844.5",365,"ENSG00000107249","GLIS3","GLIS family zinc finger 3"
"chr9",4298902,4299001,100,"*","MYC_A549_peak_7637",35,".",4.97601,7.06977,3.55919,62,"Promoter (<=1kb)",9,4299390,4306046,6657,1,"107986989","ENST00000440674.1",-389,NA,"GLIS3-AS2","GLIS3 antisense RNA 2"
"chr9",4299969,4300121,153,"*","MYC_A549_peak_7638",71,".",6.50302,10.9826,7.17314,76,"Promoter (<=1kb)",9,3824127,4300068,475942,2,"169792","ENST00000381971.8",0,"ENSG00000107249","GLIS3","GLIS family zinc finger 3"
"chr9",4300181,4300316,136,"*","MYC_A549_peak_7639",44,".",5.28141,8.00258,4.40735,68,"Promoter (<=1kb)",9,3824129,4300109,475981,2,"169792","ENST00000491889.6",-72,"ENSG00000107249","GLIS3","GLIS family zinc finger 3"
"chr9",4375481,4375587,107,"*","MYC_A549_peak_7640",56,".",5.48774,9.31879,5.61176,48,"Distal Intergenic",9,4285539,4348392,62854,2,"169792","ENST00000471664.1",-27089,"ENSG00000107249","GLIS3","GLIS family zinc finger 3"
"chr9",4741104,4741213,110,"*","MYC_A549_peak_7641",39,".",4.20399,7.46309,3.92866,78,"Promoter (<=1kb)",9,4709556,4741202,31647,2,"50808","ENST00000381809.8",0,"ENSG00000147853","AK3","adenylate kinase 3"
"chr9",4792875,4793130,256,"*","MYC_A549_peak_7642",244,".",8.51865,28.7832,24.4362,91,"Promoter (<=1kb)",9,4792944,4861066,68123,1,"10171","ENST00000381750.9",0,"ENSG00000120158","RCL1","RNA terminal phosphate cyclase like 1"
"chr9",5231230,5231472,243,"*","MYC_A549_peak_7643",62,".",6.19762,9.96097,6.21526,172,"Promoter (<=1kb)",9,5231419,5235304,3886,1,"3641","ENST00000239316.4",0,"ENSG00000120211","INSL4","insulin like 4"
"chr9",5628899,5629131,233,"*","MYC_A549_peak_7644",77,".",4.34001,11.5922,7.75175,48,"Promoter (<=1kb)",9,5577021,5629015,51995,2,"124902114","ENST00000650674.2",0,"ENSG00000286162","LOC124902114","uncharacterized LOC124902114"
"chr9",6007069,6007215,147,"*","MYC_A549_peak_7645",47,".",5.23002,8.41215,4.78962,56,"Promoter (<=1kb)",9,5919022,6007787,88766,2,"158358","ENST00000381461.6",572,"ENSG00000183354","BRD10","bromodomain containing 10"
"chr9",6007327,6007452,126,"*","MYC_A549_peak_7646",25,".",4.19913,5.86499,2.50663,123,"Promoter (<=1kb)",9,5919022,6007787,88766,2,"158358","ENST00000381461.6",335,"ENSG00000183354","BRD10","bromodomain containing 10"
"chr9",6413085,6413257,173,"*","MYC_A549_peak_7647",210,".",8.68338,25.3475,21.0534,99,"Promoter (<=1kb)",9,6413151,6507054,93904,1,"115426","ENST00000468435.6",0,"ENSG00000147854","UHRF2","ubiquitin like with PHD and ring finger domains 2"
"chr9",6646304,6646495,192,"*","MYC_A549_peak_7648",91,".",7.11382,13.1024,9.1716,84,"Promoter (<=1kb)",9,6532467,6645729,113263,2,"2731","ENST00000321612.8",-575,"ENSG00000178445","GLDC","glycine decarboxylase"
"chr9",6665002,6665132,131,"*","MYC_A549_peak_7649",52,".",5.89222,8.96701,5.28423,52,"Intron (ENST00000413145.3/ENST00000413145.3, intron 1 of 2)",9,6532467,6645729,113263,2,"2731","ENST00000321612.8",-19273,"ENSG00000178445","GLDC","glycine decarboxylase"
"chr9",6680916,6681086,171,"*","MYC_A549_peak_7650",73,".",5.60906,11.1965,7.37755,76,"Intron (ENST00000687289.1/ENST00000687289.1, intron 2 of 2)",9,6704270,6707777,3508,1,"105375968","ENST00000664463.1",-23184,"ENSG00000225489","LINC02851","long intergenic non-protein coding RNA 2851"
"chr9",6681196,6681842,647,"*","MYC_A549_peak_7651",184,".",5.60914,22.7291,18.4859,530,"Intron (ENST00000687289.1/ENST00000687289.1, intron 2 of 2)",9,6704270,6707777,3508,1,"105375968","ENST00000664463.1",-22428,"ENSG00000225489","LINC02851","long intergenic non-protein coding RNA 2851"
"chr9",6703987,6704395,409,"*","MYC_A549_peak_7652",219,".",11.6948,26.2196,21.9098,197,"Promoter (<=1kb)",9,6704270,6707777,3508,1,"105375968","ENST00000664463.1",0,"ENSG00000225489","LINC02851","long intergenic non-protein coding RNA 2851"
"chr9",6757618,6758014,397,"*","MYC_A549_peak_7653",105,".",4.89227,14.5376,10.5394,249,"Promoter (<=1kb)",9,6757641,7014337,256697,1,"23081","ENST00000438023.5",0,"ENSG00000107077","KDM4C","lysine demethylase 4C"
"chr9",6758697,6758845,149,"*","MYC_A549_peak_7654",24,".",4.18518,5.84296,2.49399,62,"Promoter (<=1kb)",9,6758143,7077263,319121,1,"23081","ENST00000543771.5",554,"ENSG00000107077","KDM4C","lysine demethylase 4C"
"chr9",7799302,7799534,233,"*","MYC_A549_peak_7655",142,".",9.00833,18.3827,14.2528,98,"Promoter (<=1kb)",9,7796500,7799778,3279,2,"90871","ENST00000358227.5",244,"ENSG00000137038","DMAC1","distal membrane arm assembly component 1"
"chr9",7799594,7799893,300,"*","MYC_A549_peak_7656",71,".",4.83896,11.0053,7.19175,229,"Promoter (<=1kb)",9,7796500,7799778,3279,2,"90871","ENST00000358227.5",0,"ENSG00000137038","DMAC1","distal membrane arm assembly component 1"
"chr9",12776077,12776308,232,"*","MYC_A549_peak_7657",52,".",5.89222,8.96701,5.28423,46,"Promoter (<=1kb)",9,12775668,12777578,1911,1,"286343","ENST00000489107.1",409,"ENSG00000153714","LURAP1L","leucine rich adaptor protein 1 like"
"chr9",12776360,12776501,142,"*","MYC_A549_peak_7658",102,".",7.72462,14.1979,10.2218,90,"Promoter (<=1kb)",9,12775668,12777578,1911,1,"286343","ENST00000489107.1",692,"ENSG00000153714","LURAP1L","leucine rich adaptor protein 1 like"
"chr9",12784548,12784784,237,"*","MYC_A549_peak_7659",114,".",7.31926,15.4506,11.4194,103,"Intron (ENST00000319264.4/286343, intron 1 of 1)",9,12775668,12777578,1911,1,"286343","ENST00000489107.1",8880,"ENSG00000153714","LURAP1L","leucine rich adaptor protein 1 like"
"chr9",12784954,12785056,103,"*","MYC_A549_peak_7660",74,".",6.38384,11.3289,7.49704,46,"Intron (ENST00000319264.4/286343, intron 1 of 1)",9,12775668,12777578,1911,1,"286343","ENST00000489107.1",9286,"ENSG00000153714","LURAP1L","leucine rich adaptor protein 1 like"
"chr9",12814088,12814283,196,"*","MYC_A549_peak_7661",71,".",6.15585,10.9477,7.14845,75,"Promoter (<=1kb)",9,12700100,12814345,114246,2,"101929467","ENST00000417638.1",62,"ENSG00000235448","LURAP1L-AS1","LURAP1L antisense RNA 1"
"chr9",12814517,12814787,271,"*","MYC_A549_peak_7662",161,".",7.9816,20.3845,16.1925,127,"Promoter (<=1kb)",9,12809313,12814377,5065,2,"101929467","ENST00000671522.1",-140,"ENSG00000235448","LURAP1L-AS1","LURAP1L antisense RNA 1"
"chr9",12817944,12818055,112,"*","MYC_A549_peak_7663",71,".",6.50302,10.9826,7.17314,52,"Intron (ENST00000319264.4/286343, intron 1 of 1)",9,12809313,12814377,5065,2,"101929467","ENST00000671522.1",-3567,"ENSG00000235448","LURAP1L-AS1","LURAP1L antisense RNA 1"
"chr9",14314009,14314136,128,"*","MYC_A549_peak_7664",80,".",6.7081,11.9502,8.09499,75,"Promoter (<=1kb)",9,14087572,14314069,226498,2,"4781","ENST00000397575.7",0,"ENSG00000147862","NFIB","nuclear factor I B"
"chr9",14314607,14314706,100,"*","MYC_A549_peak_7665",25,".",4.53036,5.96349,2.59656,84,"Promoter (<=1kb)",9,14087603,14314582,226980,2,"4781","ENST00000397579.6",-25,"ENSG00000147862","NFIB","nuclear factor I B"
"chr9",14315139,14315488,350,"*","MYC_A549_peak_7666",244,".",12.3056,28.8192,24.4674,145,"Promoter (<=1kb)",9,14087603,14314582,226980,2,"4781","ENST00000397579.6",-557,"ENSG00000147862","NFIB","nuclear factor I B"
"chr9",14322661,14322890,230,"*","MYC_A549_peak_7667",36,".",3.83448,7.12448,3.60585,52,"Promoter (<=1kb)",9,14087629,14322338,234710,2,"4781","ENST00000606230.2",-323,"ENSG00000147862","NFIB","nuclear factor I B"
"chr9",14322986,14323091,106,"*","MYC_A549_peak_7668",39,".",4.17393,7.44578,3.91244,98,"Promoter (<=1kb)",9,14087629,14322338,234710,2,"4781","ENST00000606230.2",-648,"ENSG00000147862","NFIB","nuclear factor I B"
"chr9",14347830,14348085,256,"*","MYC_A549_peak_7669",165,".",9.09582,20.7457,16.5462,167,"Promoter (<=1kb)",9,14347320,14357908,10589,1,"123706550","ENST00000440947.1",510,"ENSG00000225472","NFIB-AS1","NFIB antisense RNA 1"
"chr9",15422633,15422810,178,"*","MYC_A549_peak_7670",135,".",5.96537,17.6571,13.5445,91,"Promoter (<=1kb)",9,15422734,15465832,43099,1,"6619","ENST00000610884.4",0,"ENSG00000164975","SNAPC3","small nuclear RNA activating complex polypeptide 3"
"chr9",15552780,15552932,153,"*","MYC_A549_peak_7671",81,".",4.67677,12.0029,8.1423,76,"Promoter (<=1kb)",9,15553043,15974037,420995,1,"203238","ENST00000380701.8",-111,"ENSG00000164989","CCDC171","coiled-coil domain containing 171"
"chr9",16192194,16192408,215,"*","MYC_A549_peak_7672",52,".",5.89222,8.96701,5.28423,157,"Distal Intergenic",9,16203947,16253114,49168,2,"100129385","ENST00000433347.2",60706,"ENSG00000205549","LINC03041","long intergenic non-protein coding RNA 3041"
"chr9",16335838,16336366,529,"*","MYC_A549_peak_7673",91,".",7.41922,13.1024,9.1716,157,"Intron (ENST00000648575.1/100129385, intron 2 of 3)",9,16203935,16276313,72379,2,"100129385","ENST00000380685.5",-59525,"ENSG00000205549","LINC03041","long intergenic non-protein coding RNA 3041"
"chr9",16337399,16337598,200,"*","MYC_A549_peak_7674",52,".",5.58682,8.96701,5.28423,94,"Intron (ENST00000648575.1/100129385, intron 2 of 3)",9,16203935,16276313,72379,2,"100129385","ENST00000380685.5",-61086,"ENSG00000205549","LINC03041","long intergenic non-protein coding RNA 3041"
"chr9",16344430,16344596,167,"*","MYC_A549_peak_7675",27,".",4.36521,6.17104,2.74794,12,"Intron (ENST00000648575.1/100129385, intron 2 of 3)",9,16203948,16410990,207043,2,"100129385","ENST00000648575.1",66394,"ENSG00000205549","LINC03041","long intergenic non-protein coding RNA 3041"
"chr9",16413485,16413969,485,"*","MYC_A549_peak_7676",123,".",8.33542,16.4541,12.3805,149,"Promoter (2-3kb)",9,16203948,16410990,207043,2,"100129385","ENST00000648575.1",-2495,"ENSG00000205549","LINC03041","long intergenic non-protein coding RNA 3041"
"chr9",16414614,16414771,158,"*","MYC_A549_peak_7677",32,".",4.45685,6.6833,3.21307,91,"3' UTR",9,16203948,16410990,207043,2,"100129385","ENST00000648575.1",-3624,"ENSG00000205549","LINC03041","long intergenic non-protein coding RNA 3041"
"chr9",16705318,16705561,244,"*","MYC_A549_peak_7678",52,".",5.89222,8.96701,5.28423,91,"Promoter (<=1kb)",9,16579837,16705082,125246,2,"54796","ENST00000471301.3",-236,"ENSG00000173068","BNC2","basonuclin zinc finger protein 2"
"chr9",16726805,16727077,273,"*","MYC_A549_peak_7679",223,".",10.8999,26.6287,22.3124,148,"Promoter (<=1kb)",9,16726814,16727524,711,1,"111216284","ENST00000450445.1",0,"ENSG00000234779","BNC2-AS1","BNC2 antisense RNA 1"
"chr9",16727205,16727305,101,"*","MYC_A549_peak_7680",44,".",5.28141,8.00258,4.40735,12,"Promoter (<=1kb)",9,16726814,16727524,711,1,"111216284","ENST00000450445.1",391,"ENSG00000234779","BNC2-AS1","BNC2 antisense RNA 1"
"chr9",17065220,17065345,126,"*","MYC_A549_peak_7681",27,".",4.67061,6.17104,2.74794,27,"Intron (ENST00000430545.4/105375983, intron 2 of 2)",9,17018520,17113962,95443,1,"105375983","ENST00000430545.4",46700,NA,"LOC105375983","uncharacterized LOC105375983"
"chr9",17134769,17135252,484,"*","MYC_A549_peak_7682",91,".",7.41922,13.1024,9.1716,357,"Promoter (<=1kb)",9,17134982,17168556,33575,1,"54875","ENST00000484374.1",0,"ENSG00000044459","CNTLN","centlein"
"chr9",17531770,17531876,107,"*","MYC_A549_peak_7683",52,".",5.58682,8.96701,5.28423,66,"Distal Intergenic",9,17579066,17797124,218059,1,"6456","ENST00000380607.5",-47190,"ENSG00000107295","SH3GL2","SH3 domain containing GRB2 like 2, endophilin A1"
"chr9",19049149,19049248,100,"*","MYC_A549_peak_7684",19,".",3.00159,5.26629,1.99885,19,"Promoter (<=1kb)",9,18927662,19049354,121693,2,"158297","ENST00000542071.2",106,"ENSG00000155875","SAXO1","stabilizer of axonemal microtubules 1"
"chr9",19379986,19380291,306,"*","MYC_A549_peak_7685",200,".",5.86686,24.3495,20.0752,156,"Promoter (<=1kb)",9,19375715,19380236,4522,2,"6194","ENST00000380394.9",0,"ENSG00000137154","RPS6","ribosomal protein S6"
"chr9",20553349,20553477,129,"*","MYC_A549_peak_7686",27,".",4.36521,6.17104,2.74794,49,"Intron (ENST00000380338.9/4300, intron 2 of 10)",9,20502265,20502342,78,2,"100616441","ENST00000579189.1",-51007,"ENSG00000264941","MIR4474","microRNA 4474"
"chr9",20622399,20622535,137,"*","MYC_A549_peak_7687",44,".",5.28141,8.00258,4.40735,64,"Promoter (<=1kb)",9,20341669,20622499,280831,2,"4300","ENST00000380338.9",0,"ENSG00000171843","MLLT3","MLLT3 super elongation complex subunit"
"chr9",21335250,21335436,187,"*","MYC_A549_peak_7688",102,".",7.72462,14.1979,10.2218,87,"Promoter (<=1kb)",9,21329665,21335404,5740,2,"55958","ENST00000359039.5",0,"ENSG00000198642","KLHL9","kelch like family member 9"
"chr9",21549356,21549566,211,"*","MYC_A549_peak_7689",81,".",6.80842,12.0302,8.15923,81,"Intron (ENST00000698343.1/554202, intron 1 of 4)",9,21420425,21542805,122381,2,"554202","ENST00000698347.1",-6551,"ENSG00000171889","MIR31HG","MIR31 host gene"
"chr9",21559731,21559835,105,"*","MYC_A549_peak_7690",35,".",4.97601,7.06977,3.55919,72,"Promoter (<=1kb)",9,21417622,21559831,142210,2,"554202","ENST00000698378.1",0,"ENSG00000171889","MIR31HG","MIR31 host gene"
"chr9",21567982,21568128,147,"*","MYC_A549_peak_7691",52,".",5.58682,8.96701,5.28423,65,"Distal Intergenic",9,21417603,21559891,142289,2,"554202","ENST00000698380.1",-8091,"ENSG00000171889","MIR31HG","MIR31 host gene"
"chr9",21578943,21579057,115,"*","MYC_A549_peak_7692",52,".",5.58682,8.96701,5.28423,59,"Distal Intergenic",9,21417603,21559891,142289,2,"554202","ENST00000698380.1",-19052,"ENSG00000171889","MIR31HG","MIR31 host gene"
"chr9",21591606,21591954,349,"*","MYC_A549_peak_7693",102,".",7.72462,14.1979,10.2218,165,"Distal Intergenic",9,21417603,21559891,142289,2,"554202","ENST00000698380.1",-31715,"ENSG00000171889","MIR31HG","MIR31 host gene"
"chr9",21605552,21605708,157,"*","MYC_A549_peak_7694",102,".",7.72462,14.1979,10.2218,66,"Distal Intergenic",9,21417603,21559891,142289,2,"554202","ENST00000698380.1",-45661,"ENSG00000171889","MIR31HG","MIR31 host gene"
"chr9",21678075,21678193,119,"*","MYC_A549_peak_7695",27,".",4.67061,6.17104,2.74794,63,"Distal Intergenic",9,21417603,21559891,142289,2,"554202","ENST00000698380.1",-118184,"ENSG00000171889","MIR31HG","MIR31 host gene"
"chr9",21679582,21679712,131,"*","MYC_A549_peak_7696",35,".",4.97601,7.06977,3.55919,68,"Distal Intergenic",9,21417603,21559891,142289,2,"554202","ENST00000698380.1",-119691,"ENSG00000171889","MIR31HG","MIR31 host gene"
"chr9",21681855,21681977,123,"*","MYC_A549_peak_7697",27,".",4.36521,6.17104,2.74794,68,"Distal Intergenic",9,21802636,21867081,64446,1,"4507","ENST00000644715.2",-120659,"ENSG00000099810","MTAP","methylthioadenosine phosphorylase"
"chr9",21684810,21685091,282,"*","MYC_A549_peak_7698",52,".",5.89222,8.96701,5.28423,99,"Distal Intergenic",9,21802636,21867081,64446,1,"4507","ENST00000644715.2",-117545,"ENSG00000099810","MTAP","methylthioadenosine phosphorylase"
"chr9",21688261,21688642,382,"*","MYC_A549_peak_7699",231,".",12.0002,27.5123,23.1819,134,"Distal Intergenic",9,21802636,21867081,64446,1,"4507","ENST00000644715.2",-113994,"ENSG00000099810","MTAP","methylthioadenosine phosphorylase"
"chr9",21789529,21789985,457,"*","MYC_A549_peak_7700",158,".",9.86243,19.9868,15.8076,119,"Distal Intergenic",9,21802636,21867081,64446,1,"4507","ENST00000644715.2",-12651,"ENSG00000099810","MTAP","methylthioadenosine phosphorylase"
"chr9",21802534,21802980,447,"*","MYC_A549_peak_7701",123,".",8.64082,16.4541,12.3805,255,"Promoter (<=1kb)",9,21802636,21867081,64446,1,"4507","ENST00000644715.2",0,"ENSG00000099810","MTAP","methylthioadenosine phosphorylase"
"chr9",21803116,21803428,313,"*","MYC_A549_peak_7702",244,".",12.611,28.8192,24.4674,154,"Promoter (<=1kb)",9,21803278,21837927,34650,1,"4507","ENST00000427788.2",0,"ENSG00000099810","MTAP","methylthioadenosine phosphorylase"
"chr9",21832133,21832263,131,"*","MYC_A549_peak_7703",27,".",4.36521,6.17104,2.74794,52,"Intron (ENST00000644715.2/4507, intron 4 of 7)",9,21854724,21931199,76476,1,"4507","ENST00000577563.1",-22461,"ENSG00000099810","MTAP","methylthioadenosine phosphorylase"
"chr9",22142787,22142909,123,"*","MYC_A549_peak_7704",35,".",4.97601,7.06977,3.55919,71,"Distal Intergenic",9,22118968,22120711,1744,1,"100048912","ENST00000644233.2",23819,"ENSG00000240498","CDKN2B-AS1","CDKN2B antisense RNA 1"
"chr9",22159102,22159325,224,"*","MYC_A549_peak_7705",135,".",8.94622,17.6127,13.5032,73,"Distal Intergenic",9,22118968,22120711,1744,1,"100048912","ENST00000644233.2",40134,"ENSG00000240498","CDKN2B-AS1","CDKN2B antisense RNA 1"
"chr9",22170195,22170294,100,"*","MYC_A549_peak_7706",52,".",5.58682,8.96701,5.28423,78,"Distal Intergenic",9,22118968,22120711,1744,1,"100048912","ENST00000644233.2",51227,"ENSG00000240498","CDKN2B-AS1","CDKN2B antisense RNA 1"
"chr9",22170393,22170552,160,"*","MYC_A549_peak_7707",52,".",5.89222,8.96701,5.28423,86,"Distal Intergenic",9,22118968,22120711,1744,1,"100048912","ENST00000644233.2",51425,"ENSG00000240498","CDKN2B-AS1","CDKN2B antisense RNA 1"
"chr9",22447369,22447537,169,"*","MYC_A549_peak_7708",52,".",5.58682,8.96701,5.28423,80,"Promoter (<=1kb)",9,22446824,22455740,8917,1,"63951","ENST00000325870.3",545,"ENSG00000176399","DMRTA1","DMRT like family A1"
"chr9",25964287,25964564,278,"*","MYC_A549_peak_7709",244,".",12.3056,28.8192,24.4674,90,"Distal Intergenic",9,26066675,26118408,51734,1,"100506422","ENST00000612217.2",-102111,"ENSG00000276759","LINC03106","long intergenic non-protein coding RNA 3106"
"chr9",26892695,26892963,269,"*","MYC_A549_peak_7710",212,".",8.08624,25.522,21.223,112,"Promoter (<=1kb)",9,26840685,26892802,52118,2,"79886","ENST00000333916.8",0,"ENSG00000120159","CAAP1","caspase activity and apoptosis inhibitor 1"
"chr9",26956282,26956452,171,"*","MYC_A549_peak_7711",45,".",5.0613,8.13469,4.53154,32,"Promoter (<=1kb)",9,26955780,26956295,516,2,"101929602","ENST00000456198.1",0,"ENSG00000234676","IFT74-AS1","IFT74 antisense RNA 1"
"chr9",26956559,26956705,147,"*","MYC_A549_peak_7712",23,".",4.09299,5.73904,2.39869,20,"Promoter (<=1kb)",9,26956479,27036800,80322,1,"80173","ENST00000429045.6",80,"ENSG00000096872","IFT74","intraflagellar transport 74"
"chr9",27573682,27573875,194,"*","MYC_A549_peak_7713",50,".",4.81607,8.67138,5.03425,56,"Promoter (<=1kb)",9,27546546,27573866,27321,2,"203228","ENST00000619707.5",0,"ENSG00000147894","C9orf72","C9orf72-SMCR8 complex subunit"
"chr9",29212254,29212353,100,"*","MYC_A549_peak_7714",27,".",4.36521,6.17104,2.74794,7,"Promoter (<=1kb)",9,27949438,29212193,1262756,2,"158038","ENST00000698404.1",-61,"ENSG00000174482","LINGO2","leucine rich repeat and Ig domain containing 2"
